job_id,matrix,perm,perm_type,rows,cols,nnz,density,bandwidth_lower,bandwidth_upper,bandwidth_max,bandwidth_avg,locality_profile,locality_avg_row_spread,locality_max_row_spread,locality_max_nnz_per_row,locality_avg_nnz_per_row,locality_num_empty_rows,locality_consecutive_vertical_pairs,locality_total_vertical_pairs,locality_vertical_adjacency_ratio,locality_avg_col_spread,locality_max_col_spread,locality_num_empty_cols,access_dist_reuse_distance_mean,access_dist_reuse_distance_median,access_dist_reuse_distance_max,access_dist_reuse_distance_std,access_dist_reuse_distance_count,access_dist_reuse_distance_cold_misses,access_dist_index_distance_mean,access_dist_index_distance_median,access_dist_index_distance_max,access_dist_index_distance_std,block_density_4,nonzero_blocks_4,total_blocks_4,max_blocks_per_row_4,avg_blocks_per_row_4,block_density_8,nonzero_blocks_8,total_blocks_8,max_blocks_per_row_8,avg_blocks_per_row_8,block_density_16,nonzero_blocks_16,total_blocks_16,max_blocks_per_row_16,avg_blocks_per_row_16,block_density_32,nonzero_blocks_32,total_blocks_32,max_blocks_per_row_32,avg_blocks_per_row_32,block_density_64,nonzero_blocks_64,total_blocks_64,max_blocks_per_row_64,avg_blocks_per_row_64,block_density_128,nonzero_blocks_128,total_blocks_128,max_blocks_per_row_128,avg_blocks_per_row_128
1228676,NotreDame_www.mtx,None,ROW,325729,325729,929849,8.763943647655219e-06,325728,325728,325728,35126.63399326127,12294609781,89129.48130722555,325728,60,2.8546706004070868,187788,446576,604120,0.7392173740316493,19653.706689551636,325728,93262,6156.189994866515,19.0,228966,18077.235436463776,697382,232467,26864.70360747133,4.0,325728,57937.463357859466,0.18815480410915883,308871,6631333489,69,8.87101499224539,0.07603047011141172,191093,1657874089,80,8.290728448088855,0.02961332726957727,122655,414488881,90,9.514039714551659,0.011227196637765826,80880,103632400,97,11.261487050960735,0.004088720075206675,55522,25908100,101,13.999495713565306,0.0014400415874731992,39411,6477025,122,18.407753386268098
1228677,human_gene1.mtx,None,ROW,22283,22283,24669643,0.049683884579713435,22165,22165,22165,6768.547525231719,462508054,20756.09451151102,22257,7939,1107.1060000897546,0,5948893,24647360,0.2413602511587448,20756.09451151102,22257,0,5283.643091592771,4567.0,22214,3384.364736630758,24647360,22283,37.4952346693965,4.0,22258,641.4633405862049,0.13133774201525247,11739601,31036041,4816,2107.269969484832,0.06995541878261949,5510126,7761796,2738,1977.7910983488873,0.05281935286959129,1824441,1940449,1391,1309.7207465900933,0.049828327515594975,483489,485809,697,693.6714490674318,0.04946218647537407,121767,121801,349,348.9025787965616,0.049169431967368275,30623,30625,175,174.98857142857142
1228678,BenElechi1.mtx,None,ROW,245874,245874,13150496,0.00021752887825918059,821,821,821,412.36070152791194,306493410,1246.5466458429928,1637,54,53.48469541309777,0,12414122,12904622,0.9619903628327897,1246.5466458429928,1637,0,119.9192554419649,53.0,2429,353.44263393783666,12904622,245874,46.59451625204983,1.0,1637,207.1280292400866,0.8076485796238994,1017653,3778437961,24,16.555548325172037,0.6041063348748872,340133,944640225,14,11.066634130470147,0.38526651116744415,133334,236175424,11,8.676080166579906,0.2148329025728529,59778,59043856,9,7.779541905257679,0.11388231812216232,28192,14760964,9,7.337844872462259,0.05893550026617226,13619,3690241,9,7.089536699635606
1228679,ted_A.mtx,None,ROW,10605,10605,424587,0.003775246791197608,4291,4259,4291,3309.2161677112113,38540277,3634.1609618104667,8525,147,40.036492220650636,0,363831,413982,0.8788570517558735,3646.876944837341,8501,0,214.82591996753482,82.0,10604,1148.3648669766073,413982,10605,181.54784660822543,1.0,8525,1086.5488300914942,0.6192636866423971,42852,7033104,38,16.15837104072398,0.4820995476346196,13761,1758276,20,10.377828054298643,0.367911040095386,4508,439569,14,6.799396681749623,0.25099015870914043,1652,110224,9,4.975903614457831,0.14979614963421242,692,27556,7,4.168674698795181,0.08386645270782767,309,6889,6,3.7228915662650603
1228680,CurlCurl_0.mtx,None,ROW,11083,11083,113343,0.0009227414654392766,1748,1748,1748,356.06084186936994,15483626,1397.060904087341,1900,13,10.226743661463503,0,42181,102260,0.4124877762566008,1397.060904087341,1900,0,315.50634656757285,15.0,3576,853.9455538537673,102260,11083,273.1217906865946,2.0,3495,647.6072504691716,0.19392640094171754,36529,7678441,18,13.182605557560448,0.11403634095299421,15530,1920996,15,11.204906204906205,0.06413821436332029,6903,480249,13,9.96103896103896,0.032411866306734996,3415,120409,12,9.84149855907781,0.01660962236457083,1666,30276,14,9.574712643678161,0.010218475206563885,677,7569,15,7.781609195402299
1228681,bcsstk34.mtx,None,ROW,588,588,21418,0.06194756814290342,95,95,95,45.2264450462228,77324,131.50340136054422,167,47,36.425170068027214,0,15066,20830,0.7232837253960633,131.50340136054422,167,0,49.782189150264045,42.0,197,31.133516688003716,20830,588,7.193397768128123,1.0,167,22.78416602248726,0.5293100039541321,2529,21609,30,17.20408163265306,0.34860026041666664,960,5476,18,12.972972972972974,0.24826131305637983,337,1369,11,9.108108108108109,0.18187839673913042,115,361,7,6.052631578947368,0.13072509765625,40,100,5,4.0,0.10055776742788461,13,25,3,2.6
1228682,circuit_1.mtx,None,ROW,2624,2624,35823,0.005202765978212374,2612,2612,2612,894.9591324009715,3897085,1485.169588414634,2622,2571,13.652057926829269,0,16023,33199,0.4826350191270821,1479.3650914634147,2613,0,706.3104912798578,117.0,2616,950.1349067146919,33199,2624,217.50848640500251,2.0,2622,561.9533944406006,0.2245449302978638,9971,430336,654,15.199695121951219,0.09986340321141837,5605,107584,327,17.088414634146343,0.053676100402761794,2607,26896,164,15.896341463414634,0.03373519617888139,1037,6724,82,12.646341463414634,0.020339185138081396,430,1681,41,10.487804878048781,0.01156858413938492,189,441,21,9.0
1228683,FEM_3D_thermal1.mtx,None,ROW,17880,17880,430740,0.001347349218503671,13787,13787,13787,423.576942006779,22890642,1280.2372483221477,13799,27,24.090604026845636,0,272700,412860,0.6605144601075426,1280.2372483221477,13799,0,138.4229932664826,25.0,10979,617.3535848406533,412860,17880,106.24393194022366,1.0,17654,745.3312627157791,0.34703065381045684,77576,19980900,26,17.354809843400446,0.24455188764943134,27521,4995225,20,12.31364653243848,0.14837549603174602,11340,1249924,17,10.143112701252235,0.07748103356971818,5429,312481,17,9.711985688729875,0.04467337842502124,2354,78400,15,8.407142857142857,0.02154941246157787,1220,19600,13,8.714285714285714
1228684,atmosmodd.mtx,None,ROW,1270432,1270432,8814880,5.461520344538144e-06,21904,21904,21904,6247.566084620551,54701954694,43057.758852107,43808,7,6.938490214352283,0,2523696,7544448,0.3345103578154426,43057.758852107,43808,0,21818.834715541812,735.0,65710,30529.72080121047,7544448,1270432,12411.133375398573,147.0,43807,15796.331934082056,0.2514692967641694,2190844,100874841664,167,161.99674652469685,0.09762142032938215,1410884,25218710416,54,52.166087406640536,0.04881472361153641,705384,6304677604,18,13.040449604377727,0.019982871306435026,430783,1576169401,11,10.85068386186746,0.00998867636956895,215451,394062201,11,10.853407888771347,0.006079294668079096,88500,98525476,9,8.915978238968366
1228685,rma10.mtx,None,ROW,46835,46835,2374001,0.0010822805369125833,25141,25141,25141,6342.970360164128,411879503,8794.267171986761,25380,145,50.688608946300846,0,2041314,2327166,0.8771673357207865,8794.267171986761,25380,0,332.8892408190907,67.0,34251,2699.4062885848,2327166,46835,346.9722712721146,1.0,25380,2643.317426319152,0.5467891467697535,271357,137100681,76,23.175078999060553,0.3736767065087088,99267,34281025,48,16.954227156276687,0.2321959388614853,39938,8573184,35,13.640027322404372,0.13270522905337723,17470,2143296,36,11.933060109289617,0.07811187168337264,7420,535824,34,10.136612021857923,0.047663658543636925,3040,133956,29,8.306010928961749
1228686,coater1.mtx,None,ROW,1348,1348,19457,0.010707697523091688,435,433,435,77.72806701958164,248785,184.55860534124628,612,55,14.433976261127597,0,6188,18109,0.3417085427135678,220.0914498141264,612,3,69.23835026501767,43.0,623,88.01318591290658,18112,1345,25.52734375,3.0,614,68.07774173149492,0.2008692599933928,6054,113569,41,17.96439169139466,0.12170361289031224,2498,28561,29,14.781065088757396,0.07933601905010439,958,7225,19,11.270588235294118,0.05588522518382353,340,1849,14,7.906976744186046,0.03345242352552817,142,484,9,6.454545454545454,0.024235939492984693,49,121,6,4.454545454545454
1228687,thermal.mtx,None,ROW,3456,3456,66528,0.005570023148148148,2297,2297,2297,662.9163059163059,5423904,1569.4166666666667,3450,27,19.25,0,42336,63072,0.6712328767123288,1569.4166666666667,3450,0,239.79499619482496,25.0,3455,752.284356625414,63072,3456,163.00679423392006,1.0,3455,455.5612456471876,0.34375,12096,746496,18,14.0,0.34375,3024,186624,9,7.0,0.171875,1512,46656,9,7.0,0.0859375,756,11664,9,7.0,0.04296875,378,2916,9,7.0,0.021484375,189,729,9,7.0
1228688,t2em.mtx,None,ROW,921632,921632,4590832,5.404758699235828e-06,1709,1709,1709,340.3015348851799,1560432576,1693.1189194819624,1712,5,4.981198569494115,0,1834600,3669200,0.5,1693.1236176695254,1712,0,849.6590695519459,3.0,3414,1094.254332263566,3669200,921632,679.6045829175589,422.0,1713,707.8598239292924,0.25,1147708,53087846464,65,61.56571183349426,0.12526150079628956,572656,13271961616,20,15.360120165227187,0.0625372703622592,286756,3317990404,6,4.978143499470514,0.02585621153923791,173391,829497601,8,6.020311794729349,0.012159044833964351,92179,207388801,8,6.400874939240331,0.0060153742606964215,46581,51854401,8,6.468684904874323
1228689,cz10228.mtx,None,ROW,10228,10228,102876,0.0009834054958751189,369,369,369,30.699492593024612,629402,61.53715291357059,370,27,10.058271411810715,0,35341,92648,0.38145453760469733,106.04956980836918,404,0,59.437796822381486,23.0,596,74.04369069893102,92648,10228,12.136835965978129,1.0,369,27.915941653420028,0.23339322661439615,27549,6538249,23,10.773953852170512,0.12232231184841336,13141,1635841,19,10.27443315089914,0.07187611786800215,5591,409600,16,8.7359375,0.048911803188899705,2054,102400,17,6.41875,0.03532519119198312,711,25600,10,4.44375,0.023255750868055557,270,6400,6,3.375
1228690,sts4098.mtx,None,ROW,4098,4098,72356,0.004308545086569863,3323,3323,3323,739.1250760130466,7756463,1892.7435334309419,3502,784,17.6564177647633,0,25184,68258,0.3689530897477219,1892.7435334309419,3502,0,322.93848340121303,40.0,4094,773.3276209447093,68258,4098,214.3435975399074,3.0,4076,614.8222605236433,0.22938118184123762,19715,1050625,297,19.234146341463415,0.1308067222029388,8643,263169,155,16.84795321637427,0.07267694137310363,3889,66049,82,15.132295719844358,0.03821533599242834,1849,16641,52,14.333333333333334,0.020469338426998843,863,4225,31,13.276923076923078,0.01223340655297784,361,1089,22,10.93939393939394
1228691,denormal.mtx,None,ROW,89400,89400,1156224,0.0001446661561791511,596,596,596,229.4933646075501,106033756,1186.0599105145413,1192,13,12.933154362416108,0,711012,1066824,0.6664754448718814,1186.0599105145413,1192,0,501.18140761737646,11.0,1488,693.2750805486913,1066824,89400,183.3367032138264,1.0,1191,319.63159048236037,0.360861705633845,200254,499522500,9,8.959910514541386,0.14768611998986322,122327,124880625,11,10.946487695749441,0.0738400418533172,61166,31225744,11,10.945955619183966,0.03691881375882815,30584,7806436,11,10.946313528990695,0.01846061408671768,15291,1951609,11,10.945597709377237,0.009226083474964047,7649,488601,11,10.94277539341917
1228692,pkustk01.mtx,None,ROW,22044,22044,979380,0.002015442564665295,21317,21317,21317,759.9225285384631,47205456,2141.4197060424603,21317,126,44.42841589548176,0,838815,957336,0.8761970718744516,2141.4197060424603,21317,0,140.5217227807165,56.0,21686,620.7949172528329,957336,22044,96.37627210712094,1.0,21704,811.0241773026668,0.5178397698912905,118205,30371121,73,21.44892034113591,0.27854695292875603,54938,7595536,65,19.933962264150942,0.1348027880549683,28380,1898884,57,20.595065312046444,0.06606519176970367,14477,474721,71,21.011611030478957,0.03734287760620022,6403,119025,88,18.559420289855073,0.02395856165455912,2495,29929,88,14.421965317919074
1228693,Chevron1.mtx,None,ROW,37365,37365,330633,0.00023681882637793125,142,142,142,93.88242552921214,10422478,278.9369195771444,284,9,8.848735447611402,0,218820,293268,0.7461434592250092,282.87857620768096,284,0,111.93499461243641,7.0,421,179.96249176092942,293268,37365,62.93436811923831,1.0,283,95.75861239691307,0.31866643792311133,64847,87272964,7,6.941447227574395,0.1590119925205454,32489,21818241,7,6.95546992078784,0.07948886978397342,16248,5456896,7,6.955479452054795,0.03974443489198671,8124,1364224,7,6.955479452054795,0.019882006715671183,4060,341056,7,6.9520547945205475,0.013879117480334423,1454,85264,5,4.97945205479452
